parameter,value,repetition,seed,n_jobs,m_machines,budget_multiplier,ceiling_runtime,ceiling_nodes,ceiling_pruned_bound,ceiling_pruning_rate,ceiling_makespan,ceiling_status,ceiling_leaf_timeout,ceiling_leaf_nodes,maxlpt_runtime,maxlpt_nodes,maxlpt_pruned_bound,maxlpt_pruning_rate,maxlpt_makespan,maxlpt_status,maxlpt_leaf_timeout,maxlpt_leaf_nodes,match_makespan,node_reduction_pct,speedup
jobs,42,2,420002,42,4,2.0,0.22093677520751953,0,0,0.0,1064.0,success,False,0,4.626328229904175,0,0,0.0,1064.0,success,False,0,True,,
jobs,42,3,420003,42,4,2.0,0.22082757949829102,0,0,0.0,1054.0,success,False,0,4.585979461669922,0,0,0.0,1054.0,success,False,0,True,,
jobs,42,4,420004,42,4,2.0,4526.6217296123505,55269118,55042389,0.9958977271900739,1380.0,success,False,37,55.24121022224426,1031703,1027518,0.9959436000476881,1380.0,success,False,37,True,98.13331017875117,81.94284142945138
jobs,44,0,440000,44,4,2.0,0.2859995365142822,0,0,0.0,1740.0,success,False,0,6.34833288192749,0,0,0.0,1740.0,success,False,0,True,,
jobs,44,1,440001,44,4,2.0,0.28317832946777344,0,0,0.0,1440.0,success,False,0,6.4345715045928955,0,0,0.0,1440.0,success,False,0,True,,
jobs,44,2,440002,44,4,2.0,0.28550171852111816,0,0,0.0,1980.0,success,False,0,6.486038446426392,0,0,0.0,1980.0,success,False,0,True,,
jobs,44,3,440003,44,4,2.0,0.28368639945983887,0,0,0.0,1425.0,success,False,0,6.302821159362793,0,0,0.0,1425.0,success,False,0,True,,
jobs,44,4,440004,44,4,2.0,0.29416775703430176,0,0,0.0,1919.0,success,False,0,6.4951183795928955,0,0,0.0,1919.0,success,False,0,True,,
jobs,46,0,460000,46,4,2.0,0.35051393508911133,0,0,0.0,1890.0,success,False,0,8.181380987167358,0,0,0.0,1890.0,success,False,0,True,,
jobs,46,1,460001,46,4,2.0,0.2933464050292969,0,0,0.0,1824.0,success,False,0,6.899316310882568,0,0,0.0,1824.0,success,False,0,True,,
jobs,46,2,460002,46,4,2.0,2345.0013616085052,30968294,30762661,0.9933598860821975,1785.0,success,False,10,18.89130711555481,205570,204693,0.995733813299606,1785.0,success,False,10,True,99.33619204209312,124.13123916013559
jobs,46,3,460003,46,4,2.0,0.3039543628692627,0,0,0.0,1104.0,success,False,0,7.029368162155151,0,0,0.0,1104.0,success,False,0,True,,
jobs,46,4,460004,46,4,2.0,0.349501371383667,0,0,0.0,2052.0,success,False,0,8.626061201095581,0,0,0.0,2052.0,success,False,0,True,,
jobs,48,0,480000,48,4,2.0,0.350006103515625,0,0,0.0,1960.0,success,False,0,8.978374719619751,0,0,0.0,1960.0,success,False,0,True,,
jobs,48,1,480001,48,4,2.0,0.3442411422729492,0,0,0.0,1420.0,success,False,0,8.573585510253906,0,0,0.0,1420.0,success,False,0,True,,
jobs,48,2,480002,48,4,2.0,0.37043333053588867,0,0,0.0,2100.0,success,False,0,9.281646966934204,0,0,0.0,2100.0,success,False,0,True,,
jobs,48,3,480003,48,4,2.0,0.35558462142944336,0,0,0.0,2260.0,success,False,0,8.518724918365479,0,0,0.0,2260.0,success,False,0,True,,
jobs,48,4,480004,48,4,2.0,4516.771375179291,0,0,0.0,inf,error: ,False,0,96.33670282363892,1480889,1472809,0.9945438179363882,1824.0,success,False,51,False,,
jobs,50,0,500000,50,4,2.0,0.3939967155456543,0,0,0.0,1940.0,success,False,0,8.2915678024292,0,0,0.0,1940.0,success,False,0,True,,
jobs,50,1,500001,50,4,2.0,0.39901065826416016,0,0,0.0,1482.0,success,False,0,10.296818494796753,0,0,0.0,1482.0,success,False,0,True,,
jobs,50,2,500002,50,4,2.0,0.4151649475097656,0,0,0.0,2052.0,success,False,0,10.479609489440918,0,0,0.0,2052.0,success,False,0,True,,
jobs,50,3,500003,50,4,2.0,0.3740255832672119,0,0,0.0,1800.0,success,False,0,9.741643190383911,0,0,0.0,1800.0,success,False,0,True,,
