instance,instance_id,n_jobs,machines,budget,scheme,ceiling_makespan,ceiling_nodes,ceiling_runtime,maxlpt_makespan,maxlpt_nodes,maxlpt_runtime,enum_makespan,enum_nodes,enum_runtime,enum_timed_out,match_ceiling_maxlpt,match_enum_ceiling,match_enum_maxlpt,ratio_nodes_maxlpt_to_ceiling,ratio_runtime_maxlpt_to_ceiling,speedup_enum_over_ceiling,speedup_enum_over_maxlpt
Complex_113_J8_M8_B31,113,8,8,31,uniform_ratios,18.0,14494,9.904681921005249,18.0,14481,9.965521335601807,18.0,2447,12.875681638717651,False,True,True,True,0.9991030771353664,1.0061424904991176,1.2999591245238968,1.2920228862206438
Complex_114_J7_M4_B32,114,7,4,32,high_variance,80.0,1143,2.223188877105713,80.0,768,1.6544816493988037,80.0,1121,4.924422025680542,False,True,True,True,0.6719160104986877,0.7441930222108307,2.2150263868229967,2.976413807593424
Complex_115_J10_M3_B18,115,10,3,18,increasing,21.0,529,0.04172635078430176,21.0,529,0.06306147575378418,21.0,136,0.4415433406829834,False,True,True,True,1.0,1.5113105883562936,10.58188248872941,7.001792067266795
Complex_116_J12_M4_B27,116,12,4,27,random_realistic,60.0,2401,0.10270500183105469,60.0,3,0.017093420028686523,60.0,2710,453.8117733001709,False,True,True,True,0.0012494793835901709,0.16643220606533327,4418.594666369529,26548.916047144154
Complex_117_J10_M4_B27,117,10,4,27,extreme,154.0,3666,0.6876239776611328,154.0,929,0.45154356956481934,154.0,19565,1952.2935252189636,False,True,True,True,0.25340971085651937,0.6566722281859462,2839.1876790850815,4323.599441578828
Complex_118_J6_M6_B37,118,6,6,37,strong_correlation,16.0,584,0.250699520111084,16.0,400,0.17870807647705078,16.0,116,0.15107154846191406,False,True,True,True,0.684931506849315,0.7128377285998231,0.6026000703749845,0.8453537827727348
Complex_119_J8_M5_B27,119,8,5,27,subset_sum,12.0,460,0.0613713264465332,12.0,159,0.024167299270629883,12.0,127,0.15903067588806152,False,True,True,True,0.3456521739130435,0.3937881201196535,2.5912862748144985,6.580407438464953
Complex_120_J8_M5_B15,120,8,5,15,uniform_ratios,16.0,698,0.18867731094360352,16.0,648,0.16931605339050293,16.0,169,0.2745940685272217,False,True,True,True,0.9283667621776505,0.8973842829523485,1.4553634835791096,1.6217840129660375
Complex_121_J12_M6_B30,121,12,6,30,high_variance,100.0,10281,0.3924732208251953,100.0,597,0.03251218795776367,100.0,95887,3600.0,True,True,True,True,0.05806828129559381,0.08283925178233845,9172.600343103188,110727.70631975713
Complex_122_J10_M8_B28,122,10,8,28,increasing,21.0,4658,0.8193280696868896,21.0,4653,0.8206532001495361,21.0,882,15.240422487258911,False,True,True,True,0.9989265779304423,1.0016173380501328,18.601123348652166,18.57108762200874
Complex_123_J8_M3_B18,123,8,3,18,random_realistic,51.0,732,0.23715543746948242,51.0,363,0.21204590797424316,51.0,565,1.6892099380493164,False,True,True,True,0.4959016393442623,0.8941220586668168,7.122796576261031,7.966246338762178
Complex_124_J8_M6_B21,124,8,6,21,extreme,100.0,414,0.03599882125854492,100.0,137,0.025006532669067383,100.0,672,3.2946279048919678,False,True,True,True,0.3309178743961353,0.6946486522286244,91.52043843963176,131.75068884969252
Complex_125_J10_M8_B27,125,10,8,27,strong_correlation,17.0,2710,1.7306759357452393,17.0,1984,1.631164789199829,17.0,1064,17.618662118911743,False,True,True,True,0.7321033210332103,0.9425015715015648,10.180220198950789,10.801276631010783
Complex_126_J10_M4_B29,126,10,4,29,subset_sum,12.0,1056,0.27055978775024414,12.0,796,0.19818544387817383,12.0,270,1.7503457069396973,False,True,True,True,0.7537878787878788,0.7325014760180119,6.469349054026665,8.831858045112781
Complex_127_J12_M4_B17,127,12,4,17,uniform_ratios,25.0,19303,1.6121151447296143,25.0,2922,0.2980165481567383,25.0,28023,3600.0,True,True,True,True,0.15137543387038285,0.1848605846369131,2233.0911112455283,12079.86610900084
Complex_128_J10_M3_B23,128,10,3,23,high_variance,128.0,609,0.02950453758239746,128.0,69,0.008000850677490234,128.0,3692,69.45573329925537,False,True,True,True,0.11330049261083744,0.2711735662742119,2354.0695428723807,8681.043566362716
Complex_129_J10_M4_B30,129,10,4,30,increasing,22.0,7282,1.2474634647369385,22.0,7282,1.2391157150268555,22.0,1223,30.732530117034912,False,True,True,True,1.0,0.993308221085382,24.636016192679197,24.801985596937445
Complex_130_J6_M4_B31,130,6,4,31,random_realistic,45.0,463,0.1760096549987793,45.0,200,0.07761096954345703,45.0,181,0.27205324172973633,False,True,True,True,0.4319654427645788,0.4409472284005971,1.5456722628745743,3.505345228001622
Complex_131_J12_M5_B29,131,12,5,29,extreme,174.0,244,0.016000032424926758,174.0,3,0.005999088287353516,174.0,3552,1431.6446602344513,False,True,True,True,0.012295081967213115,0.3749422581173911,89477.60993309392,238643.70578650344
Complex_132_J8_M4_B47,132,8,4,47,strong_correlation,24.0,9137,5.337923049926758,24.0,7065,3.446442127227783,24.0,2901,11.262732744216919,False,True,True,True,0.7732297252927657,0.6456522686806195,2.1099466288431143,3.267930325955112
Complex_133_J8_M3_B25,133,8,3,25,subset_sum,12.0,310,0.0733640193939209,12.0,278,0.061000823974609375,12.0,99,0.09400057792663574,False,True,True,True,0.896774193548387,0.8314814874996344,1.281289911637868,1.5409722656494278
Complex_134_J12_M5_B12,134,12,5,12,uniform_ratios,15.0,2460,0.21252226829528809,15.0,1041,0.13550567626953125,15.0,1012,109.19347977638245,False,True,True,True,0.42317073170731706,0.6376069545863001,513.7978276453556,805.8221823799336
Complex_135_J10_M6_B21,135,10,6,21,high_variance,80.0,1804,0.07500791549682617,80.0,8,0.006000041961669922,80.0,2901,53.719592332839966,False,True,True,True,0.004434589800443459,0.07999211712427608,716.1856449018773,8953.202773583405
Complex_136_J12_M8_B21,136,12,8,21,increasing,25.0,942,0.08338594436645508,25.0,942,0.07700467109680176,25.0,276,5.714070558547974,False,True,True,True,1.0,0.9234730347166229,68.52558428116404,74.20420705861955
Complex_137_J8_M3_B21,137,8,3,21,random_realistic,54.0,16,0.006999015808105469,54.0,2,0.0033469200134277344,54.0,79,0.09650540351867676,False,True,True,True,0.125,0.4781986646682109,13.788424853522278,28.834093175666048
Complex_138_J12_M5_B25,138,12,5,25,extreme,130.0,6288,1.9747488498687744,130.0,970,0.7595922946929932,130.0,67960,3600.0,True,True,True,True,0.15426208651399492,0.3846526077194421,1823.0166333502239,4739.384568737659
Complex_139_J6_M4_B26,139,6,4,26,strong_correlation,20.0,287,0.05922889709472656,20.0,208,0.055649518966674805,20.0,59,0.05850672721862793,False,True,True,True,0.7247386759581882,0.9395670305606544,0.9878071361865198,1.0513429101456229
Complex_140_J10_M6_B40,140,10,6,40,subset_sum,12.0,4904,2.0321524143218994,12.0,2442,0.9370732307434082,12.0,1508,29.595239400863647,False,True,True,True,0.49796084828711257,0.46112349848330464,14.563493954629953,31.582632423919378
