parameter,value,repetition,seed,n_jobs,m_machines,budget_multiplier,ceiling_runtime,ceiling_nodes,ceiling_pruned_bound,ceiling_pruning_rate,ceiling_makespan,ceiling_status,ceiling_leaf_timeout,ceiling_leaf_nodes,maxlpt_runtime,maxlpt_nodes,maxlpt_pruned_bound,maxlpt_pruning_rate,maxlpt_makespan,maxlpt_status,maxlpt_leaf_timeout,maxlpt_leaf_nodes,match_makespan,node_reduction_pct,speedup
machines,29,2,290002,8,29,2.0,0.006003141403198242,0,0,0.0,20.0,success,False,0,0.012000322341918945,0,0,0.0,20.0,success,False,0,True,,
machines,29,3,290003,8,29,2.0,0.007000923156738281,0,0,0.0,20.0,success,False,0,0.03200221061706543,0,0,0.0,20.0,success,False,0,True,,
machines,29,4,290004,8,29,2.0,0.007999420166015625,0,0,0.0,20.0,success,False,0,0.012002706527709961,0,0,0.0,20.0,success,False,0,True,,
machines,30,0,300000,8,30,2.0,0.031006813049316406,0,0,0.0,34.0,success,False,0,0.03800392150878906,0,0,0.0,34.0,success,False,0,True,,
machines,30,1,300001,8,30,2.0,0.04100465774536133,0,0,0.0,60.0,success,False,0,0.04400372505187988,0,0,0.0,60.0,success,False,0,True,,
machines,30,2,300002,8,30,2.0,0.02200150489807129,0,0,0.0,38.0,success,False,0,0.028001785278320312,0,0,0.0,38.0,success,False,0,True,,
machines,30,3,300003,8,30,2.0,0.024005413055419922,0,0,0.0,24.0,success,False,0,0.028007030487060547,0,0,0.0,24.0,success,False,0,True,,
machines,30,4,300004,8,30,2.0,0.04100441932678223,0,0,0.0,57.0,success,False,0,0.04000592231750488,0,0,0.0,57.0,success,False,0,True,,
machines,31,0,310000,8,31,2.0,0.02200484275817871,0,0,0.0,26.0,success,False,0,0.029002666473388672,0,0,0.0,26.0,success,False,0,True,,
machines,31,1,310001,8,31,2.0,0.007000923156738281,0,0,0.0,18.0,success,False,0,0.010002613067626953,0,0,0.0,18.0,success,False,0,True,,
machines,31,2,310002,8,31,2.0,0.029003620147705078,0,0,0.0,22.0,success,False,0,0.028003692626953125,0,0,0.0,22.0,success,False,0,True,,
machines,31,3,310003,8,31,2.0,0.007999181747436523,0,0,0.0,19.0,success,False,0,0.021002769470214844,0,0,0.0,19.0,success,False,0,True,,
machines,31,4,310004,8,31,2.0,0.03400564193725586,0,0,0.0,60.0,success,False,0,0.04500317573547363,0,0,0.0,60.0,success,False,0,True,,
machines,32,0,320000,8,32,2.0,0.00800013542175293,0,0,0.0,18.0,success,False,0,0.014002323150634766,0,0,0.0,18.0,success,False,0,True,,
machines,32,1,320001,8,32,2.0,0.00700068473815918,0,0,0.0,20.0,success,False,0,0.012000799179077148,0,0,0.0,20.0,success,False,0,True,,
machines,32,2,320002,8,32,2.0,0.04700469970703125,0,0,0.0,24.0,success,False,0,0.05100440979003906,0,0,0.0,24.0,success,False,0,True,,
machines,32,3,320003,8,32,2.0,0.04300355911254883,0,0,0.0,30.0,success,False,0,0.04700589179992676,0,0,0.0,30.0,success,False,0,True,,
machines,32,4,320004,8,32,2.0,0.006001472473144531,0,0,0.0,20.0,success,False,0,0.013005495071411133,0,0,0.0,20.0,success,False,0,True,,
machines,33,0,330000,8,33,2.0,0.008002281188964844,0,0,0.0,20.0,success,False,0,0.014999151229858398,0,0,0.0,20.0,success,False,0,True,,
machines,33,1,330001,8,33,2.0,0.026003122329711914,0,0,0.0,30.0,success,False,0,0.03800249099731445,0,0,0.0,30.0,success,False,0,True,,
machines,33,2,330002,8,33,2.0,0.03000330924987793,0,0,0.0,30.0,success,False,0,0.03800249099731445,0,0,0.0,30.0,success,False,0,True,,
machines,33,3,330003,8,33,2.0,0.008002042770385742,0,0,0.0,20.0,success,False,0,0.013000011444091797,0,0,0.0,20.0,success,False,0,True,,
machines,33,4,330004,8,33,2.0,0.03100132942199707,0,0,0.0,32.0,success,False,0,0.04000449180603027,0,0,0.0,32.0,success,False,0,True,,
machines,34,0,340000,8,34,2.0,0.006999969482421875,0,0,0.0,16.0,success,False,0,0.01099848747253418,0,0,0.0,16.0,success,False,0,True,,
machines,34,1,340001,8,34,2.0,0.006997346878051758,0,0,0.0,20.0,success,False,0,0.011000871658325195,0,0,0.0,20.0,success,False,0,True,,
