parameter,value,repetition,seed,n_jobs,m_machines,budget_multiplier,ceiling_runtime,ceiling_nodes,ceiling_pruned_bound,ceiling_pruning_rate,ceiling_makespan,ceiling_status,ceiling_leaf_timeout,ceiling_leaf_nodes,maxlpt_runtime,maxlpt_nodes,maxlpt_pruned_bound,maxlpt_pruning_rate,maxlpt_makespan,maxlpt_status,maxlpt_leaf_timeout,maxlpt_leaf_nodes,match_makespan,node_reduction_pct,speedup,root_solved_skipped,ceiling_timeout,maxlpt_timeout
jobs,16.0,0,160000,16,10,2.5,4076.8658158779144,32843444,0,0.0,210.0,success,False,0,3886.8696739673615,21026020,0,0.0,210.0,success,False,0,True,35.98107433556602,1.048881531372937,0,True,True
