parameter,value,repetition,seed,n_jobs,m_machines,budget_multiplier,ceiling_runtime,ceiling_nodes,ceiling_pruned_bound,ceiling_pruning_rate,ceiling_makespan,ceiling_status,maxlpt_runtime,maxlpt_nodes,maxlpt_pruned_bound,maxlpt_pruning_rate,maxlpt_makespan,maxlpt_status,match_makespan,node_reduction_pct,speedup
jobs,4.0,0,40000,4,4,2.0,0.012000799179077148,0,0,0.0,78.0,success,0.00699925422668457,0,0,0.0,78.0,success,True,,
jobs,4.0,1,40001,4,4,2.0,0.007999181747436523,0,0,0.0,72.0,success,0.007998466491699219,0,0,0.0,72.0,success,True,,
jobs,4.0,2,40002,4,4,2.0,0.23478317260742188,250,110,0.44,52.0,success,0.09254765510559082,88,18,0.20454545454545456,52.0,success,True,64.8,2.5368894796907564
jobs,4.0,3,40003,4,4,2.0,0.006053447723388672,0,0,0.0,36.0,success,0.00500178337097168,0,0,0.0,36.0,success,True,,
jobs,4.0,4,40004,4,4,2.0,0.006000041961669922,0,0,0.0,68.0,success,0.00500035285949707,0,0,0.0,68.0,success,True,,
jobs,6,0,60000,6,4,2.0,0.00800180435180664,0,0,0.0,160.0,success,0.009000062942504883,0,0,0.0,160.0,success,True,,
jobs,6,1,60001,6,4,2.0,0.006000518798828125,0,0,0.0,95.0,success,0.006998538970947266,0,0,0.0,95.0,success,True,,
jobs,6,2,60002,6,4,2.0,0.008001565933227539,0,0,0.0,132.0,success,0.010000467300415039,0,0,0.0,132.0,success,True,,
jobs,6,3,60003,6,4,2.0,0.007000923156738281,0,0,0.0,95.0,success,0.007999897003173828,0,0,0.0,95.0,success,True,,
jobs,6,4,60004,6,4,2.0,0.17901134490966797,3199,2997,0.9368552672710222,105.0,success,0.07399702072143555,1244,1177,0.9461414790996785,105.0,success,True,61.112847764926535,2.41916962553888
jobs,8,0,80000,8,4,2.0,1.0770268440246582,15049,13484,0.896006379161406,155.0,success,0.38848257064819336,2896,2655,0.9167817679558011,155.0,success,True,80.75619642501162,2.7723942472569894
jobs,8,1,80001,8,4,2.0,0.008999347686767578,0,0,0.0,156.0,success,0.012000322341918945,0,0,0.0,156.0,success,True,,
jobs,8,2,80002,8,4,2.0,0.007000446319580078,0,0,0.0,160.0,success,0.010999917984008789,0,0,0.0,160.0,success,True,,
jobs,8,3,80003,8,4,2.0,0.006999969482421875,0,0,0.0,144.0,success,0.009109973907470703,0,0,0.0,144.0,success,True,,
jobs,8,4,80004,8,4,2.0,0.007183074951171875,0,0,0.0,133.0,success,0.00901174545288086,0,0,0.0,133.0,success,True,,
jobs,10,0,100000,10,4,2.0,0.00900125503540039,0,0,0.0,220.0,success,0.018000364303588867,0,0,0.0,220.0,success,True,,
jobs,10,1,100001,10,4,2.0,0.012001514434814453,0,0,0.0,396.0,success,0.024001121520996094,0,0,0.0,396.0,success,True,,
jobs,10,2,100002,10,4,2.0,0.012999296188354492,0,0,0.0,336.0,success,0.0260012149810791,0,0,0.0,336.0,success,True,,
jobs,10,3,100003,10,4,2.0,0.009999990463256836,0,0,0.0,240.0,success,0.022997617721557617,0,0,0.0,240.0,success,True,,
jobs,10,4,100004,10,4,2.0,0.009001016616821289,0,0,0.0,180.0,success,0.02299952507019043,0,0,0.0,180.0,success,True,,
jobs,12,0,120000,12,4,2.0,0.011698246002197266,0,0,0.0,270.0,success,0.04775285720825195,0,0,0.0,270.0,success,True,,
jobs,12,1,120001,12,4,2.0,46.854748010635376,500003,414900,0.8297950212298726,190.0,success,2.9205732345581055,2248,1340,0.5960854092526691,190.0,success,True,99.55040269758382,16.042997126803666
jobs,12,2,120002,12,4,2.0,33.2071418762207,500001,419566,0.8391303217393565,168.0,success,476.5183219909668,500018,349897,0.6997688083229003,168.0,success,True,-0.003399993200003948,0.06968702008660686
jobs,12,3,120003,12,4,2.0,0.014999151229858398,0,0,0.0,340.0,success,0.041001081466674805,0,0,0.0,340.0,success,True,,
jobs,12,4,120004,12,4,2.0,2.5473952293395996,44837,42860,0.9559069518478043,245.0,success,0.6271591186523438,6423,5993,0.9330530904561731,245.0,success,True,85.67477752748846,4.061800512146759
jobs,14,0,140000,14,4,2.0,3.1603028774261475,25095,20686,0.8243076310021916,300.0,success,0.6250364780426025,873,632,0.7239404352806414,300.0,success,True,96.52121936640765,5.056189500048253
jobs,14,1,140001,14,4,2.0,0.019486427307128906,0,0,0.0,660.0,success,0.07300090789794922,0,0,0.0,660.0,success,True,,
jobs,14,2,140002,14,4,2.0,0.41834068298339844,8605,8345,0.9697850087158628,480.0,success,0.27718520164489746,4395,4282,0.9742889647326507,480.0,success,True,48.925043579314355,1.5092460943111081
jobs,14,3,140003,14,4,2.0,0.01949620246887207,0,0,0.0,279.0,success,0.06210207939147949,0,0,0.0,279.0,success,True,,
jobs,14,4,140004,14,4,2.0,0.01900029182434082,0,0,0.0,544.0,success,0.06732916831970215,0,0,0.0,544.0,success,True,,
jobs,16,0,160000,16,4,2.0,0.020995616912841797,0,0,0.0,527.0,success,0.0899965763092041,0,0,0.0,527.0,success,True,,
